@relation experiment_17

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
151,-2.92,-31.3,151,-3,0,-5.89,0.104,327,10.6,0.000598,89.5,0.125,56.3,89.5,0,0,4.02,0.0828,326,5.71,0.000026,28.5,0,0,28.5,0,0,0,0,0,0,-1450,53.3,6.81,-1450,53.3,0,20.3,1,324,117,0.194,12,1,2,3,Prep
150,-2.95,-37.5,150,-3,0,-5.83,0.0927,327,10.4,0.000568,89.5,-0.15,-62.5,89.5,0,0,5.39,0.0989,326,7.18,0.000047,28.5,0,0,28.5,0,0,0,0,0,0,-1440,53.5,40.1,-1440,53.3,0,15.2,0.787,325,113,0.15,12,1,64,3,Prep
150,-2.75,62.5,150,-3,0,-6.45,0.0974,327,10.1,0.000601,89.5,-0.15,-68.7,89.5,0,0,5.67,0.0979,326,6.37,0.000016,28.5,0.025,6.25,28.5,0,0,0,0,0,0,-1440,53.4,56.4,-1440,53.3,0,19.7,0.897,319,115,0.171,12,1,64,3,Prep
150,-3.08,-6.25,150,-3,0,-3.89,0.0735,327,9.02,0.000454,89.5,0.1,50,89.5,0,0,4.01,0.0841,326,5.57,-0.000039,28.5,0,0,28.5,0,0,0,0,0,0,-1430,53.4,18.3,-1430,53.3,-0.000001,15.7,0.857,324,119,0.164,12,1,64,3,Prep
149,-3.15,-6.25,149,-3,0,-3.81,0.0735,327,8.67,0.000456,89.5,0.1,43.8,89.5,0,0,3.46,0.0841,326,6.47,-0.000013,28.5,0,0,28.5,0,0,0,0,0,0,-1430,53.3,14.6,-1430,53.3,0,22.9,0.816,324,117,0.155,12,1,64,3,Prep
149,-3.13,25,149,-3,0,-4.16,0.0738,327,8.79,0.00047,89.5,-0.125,-56.3,89.5,0,0,5.39,0.0992,326,6.59,0.000031,28.5,0,6.25,28.5,0,0,0,0,0,0,-1420,53.3,35.4,-1420,53.3,0,23.2,0.899,319,118,0.171,12,1,64,3,Prep
149,-3.08,18.8,149,-3,0,-4.86,0.0846,327,8.33,0.000548,89.5,-0.1,-50,89.5,0,0,5.12,0.0974,326,6.27,0,28.5,0,0,28.5,0,0,0,0,0,0,-1410,53.3,-37.5,-1410,53.3,0,21.1,1.07,320,117,0.206,12,1,64,3,Prep
149,-3.08,-25,148,-3,0,-5.76,0.104,327,10.2,0.000719,89.5,-0.125,-56.3,89.5,0,0,5.67,0.101,326,5.61,-0.000016,28.5,0,0,28.5,0,0,0,0,0,0,-1410,53.4,-6.44,-1410,53.3,0,19.7,0.801,321,115,0.155,12,1,64,3,Prep
148,-2.92,6.25,148,-3,0,-4.26,0.106,327,13.7,0.000677,89.5,-0.1,-43.8,89.5,0,0,5.68,0.102,326,6.03,0.000048,28.5,0,0,28.5,0,0,0,0,0,0,-1400,53.3,-14.9,-1400,53.3,0.000001,24.2,0.966,320,116,0.186,12,1,64,3,Prep
148,-2.9,0,148,-3,0,-6.65,0.111,327,9.55,0.000748,89.5,-0.1,-37.5,89.5,0,0,5.68,0.099,326,5.82,0.000016,28.5,0,0,28.5,0,0,0,0,0,0,-1400,53.4,22.8,-1400,53.3,-0.000001,17.4,0.866,319,117,0.167,12,1,64,3,Prep
152,3.15,0,152,3,0,4.23,0.0633,327,6.96,0.000399,91.6,-0.025,-12.5,91.6,0,0,-3.7,0.074,326,7.21,-0.000024,27.5,-0.025,-12.5,27.5,0,0,0,0,0,0,-620,53.2,-39.6,-619,53.3,0,27.6,0.94,324,118,0.179,12,1,2,3,Prep
153,3,-50,153,3,0,3.2,0.057,327,8.07,0.000367,91.6,0.05,25,91.6,0,0,-5.39,0.0905,326,4.9,0.000043,27.5,0,6.25,27.5,0,0,0,0,0,0,-614,53.4,7.69,-614,53.3,0,16.6,0.804,324,118,0.155,12,1,122,3,Prep
153,3.15,43.8,153,3,0,5.6,0.0983,327,9,0.000613,91.6,0,0,91.6,0,0,-4.05,0.0746,326,6.53,-0.000048,27.5,0,-6.25,27.5,0,0,0,0,0,0,-609,53.3,12.6,-609,53.3,0.000001,22.3,0.897,324,117,0.174,12,1,122,3,Prep
153,3.03,18.8,153,3,0,6,0.0866,327,8.09,0.00055,91.6,-0.025,-12.5,91.6,0,0,-3.7,0.0741,326,7.19,-0.000012,27.5,0,-6.25,27.5,0,0,0,0,0,0,-604,53.3,-30.1,-603,53.3,-0.000001,21.3,0.923,324,115,0.178,12,1,122,3,Prep
153,3.03,43.8,153,3,0,5.58,0.0998,327,10,0.00062,91.6,-0.025,-12.5,91.6,0,0,-3.94,0.0756,326,6.55,-0.000035,27.5,0,0,27.5,0,0,0,0,0,0,-598,53.5,60.9,-598,53.3,0,12.3,0.739,325,116,0.139,12,1,122,3,Prep
154,2.92,31.3,154,3,0,3.62,0.0712,327,10.5,0.000398,91.6,-0.025,-12.5,91.6,0,0,-4.05,0.0741,326,6.58,-0.000024,27.5,-0.025,-12.5,27.5,0,0,0,0,0,0,-593,53.2,-29.1,-593,53.3,0,25.6,1.03,324,118,0.198,12,1,122,3,Prep
154,2.92,0,154,3,0,7.23,0.0757,327,4.84,0.000461,91.6,-0.025,-12.5,91.6,0,0,-3.89,0.0757,326,7.07,0,27.5,0,0,27.5,0,0,0,0,0,0,-588,53.3,-8.5,-587,53.3,0,21.3,0.915,324,117,0.177,12,1,122,3,Prep
154,2.8,-50,154,3,0,3.88,0.071,327,9.33,0.000433,91.6,0.05,18.8,91.6,0,0,-5.35,0.0914,326,5.33,0.000015,27.5,0.025,12.5,27.5,0,0,0,0,0,0,-582,53.3,-16,-582,53.3,0,23.3,0.904,320,118,0.175,12,1,122,3,Prep
155,3.13,6.25,155,3,0,-1.46,0.0682,327,16.2,0.000433,91.6,-0.05,-18.8,91.6,0,0,-3.55,0.0725,326,7.39,0,27.5,0,0,27.5,0,0,0,0,0,0,-577,53.2,-62.4,-577,53.3,-0.000001,24.5,1.02,323,116,0.197,12,1,122,3,Prep
155,3.1,-37.5,155,3,0,3.8,0.0668,327,8.7,0.000429,91.6,-0.025,-12.5,91.6,0,0,-3.75,0.0776,326,6.99,-0.000012,27.5,-0.025,-12.5,27.5,0,0,0,0,0,0,-572,53.4,51.2,-571,53.3,0,17.8,0.822,324,118,0.155,12,1,122,3,Prep
141,0.175,81.2,141,0,0,-3.93,0.0707,327,5.56,0.000022,77.1,2.85,-50,77.1,3,0,5.59,0.0847,326,9.14,0.000485,27.5,0,6.25,27.5,0,0,0,0,0,0,298,53.3,-16.5,298,53.3,0,24.7,0.919,321,115,0.177,12,1,2,3,Prep
141,0.125,68.7,141,0,0,-4.14,0.0651,327,4.87,0.00002,77.4,3.03,-43.8,77.4,3,0,5.22,0.0547,326,5.94,0.00031,27.5,-0.025,-6.25,27.5,0,0,0,0,0,0,303,53.4,42.4,304,53.3,0.000001,21,0.853,320,116,0.165,12,1,130,3,Prep
141,0.15,75,141,0,0,-3.59,0.0665,327,5.43,0.00001,77.7,3.08,-50,77.7,3,0,5.21,0.0942,326,9.23,0.000613,27.5,0,0,27.5,0,0,0,0,0,0,309,53.3,-28.4,309,53.3,-0.000001,15.9,0.916,321,117,0.177,12,1,130,3,Prep
141,0.175,81.2,141,0,0,-4.73,0.0688,326,4.49,0.000022,77.8,-0.05,0,77.8,0,0,1.39,0.0305,325,1.75,0,29.4,50.3,512,29.8,50,0,0,0,0,0,314,53.3,-3.88,314,53.3,0,21.5,0.887,320,115,0.171,12,1,130,50,Prep
141,0.125,62.5,141,0,0,-3.93,0.0676,326,4.39,0.000031,77.8,-0.075,-25,77.8,0,0,1.46,0.0337,324,2.25,0.000005,34.4,50.1,43.8,34.8,50,0,0,0,0,0,319,53.2,-17.8,320,53.3,0,26.9,0.92,319,118,0.176,12,1,132,50,Prep
141,0.1,50,141,0,0,-3.89,0.0625,326,5.1,0.000039,77.8,-0.025,-12.5,77.8,0,0,1.22,0.0325,324,1.41,-0.000009,39.4,50,31.3,39.8,50,0,0,0,0,0,325,53.4,7.25,325,53.3,0,17.2,0.866,319,117,0.166,12,1,132,50,Prep
