@relation experiment_11

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
162,-1.15,87.5,162,-1.34,-3.08,-5.16,0.075,327,6.02,0.000221,73.8,-2.7,6.25,73.8,-2.68,1.53,-6.42,0.115,325,10.4,0.000722,28.5,0,0,28.5,0,0,0,0,0,0,277,53.4,27,278,53.3,0,13.7,0.806,319,118,0.153,12,1,2,3,Prep
162,-1.35,87.5,162,-1.64,-2.88,-5.78,0.0898,327,7.15,0.000268,73.6,-2.22,62.5,73.5,-2.51,1.87,-4.87,0.0777,325,8.56,0.000381,28.5,0.025,12.5,28.5,0,0,0,0,0,0,283,53.3,10.7,283,53.3,0,22.5,1.01,318,121,0.194,12,1,86,3,Prep
162,-1.75,87.5,162,-1.92,-2.65,-4.28,0.0684,327,6.68,0.00027,73.3,-2.4,-18.8,73.3,-2.31,2.19,-6.01,0.0989,325,8.78,0.000526,28.5,0,0,28.5,0,0,0,0,0,0,288,53.4,-2.19,288,53.3,0.000001,20.7,0.946,319,115,0.182,12,1,86,3,Prep
161,-2.13,56.3,161,-2.17,-2.38,-4.47,0.0783,327,7.79,0.000343,73.1,-2.17,18.8,73.1,-2.08,2.48,-5.87,0.118,325,9.71,0.000553,28.5,0,-6.25,28.5,0,0,0,0,0,0,293,53.4,9.75,294,53.3,0,16.9,0.758,320,120,0.145,12,1,86,3,Prep
161,-2.2,68.7,161,-2.39,-2.08,-2.86,0.0762,327,10.3,0.000348,72.9,-1.83,12.5,72.9,-1.81,2.73,-6.43,0.113,325,9.16,0.000456,28.5,0.025,12.5,28.5,0,0,0,0,0,0,299,53.3,-21.1,299,53.3,0,20.8,1.04,319,121,0.201,12,1,86,3,Prep
161,-2.45,18.8,161,-2.58,-1.76,-5.08,0.0914,327,10.1,0.000501,72.7,-1.5,6.25,72.7,-1.53,2.95,-5.5,0.0885,326,7.86,0.000269,28.5,0,0,28.5,0,0,0,0,0,0,304,53.5,47.2,304,53.3,0,17.2,0.859,318,116,0.162,12,1,86,3,Prep
161,-2.78,31.3,161,-2.74,-1.41,-5.12,0.0752,327,7.83,0.000414,72.6,-1.23,12.5,72.6,-1.22,3.13,-7.4,0.111,325,7.43,0.000284,28.5,0.025,6.25,28.5,0,0,0,0,0,0,309,53.3,-15.6,310,53.3,0,19.6,0.805,320,120,0.155,12,1,86,3,Prep
160,-2.83,-12.5,160,-2.86,-1.04,-4.83,0.103,327,10.9,0.00058,72.5,-0.95,18.8,72.5,-0.903,3.27,-7.95,0.138,326,8.55,0.000333,28.5,0,0,28.5,0,0,0,0,0,0,315,53.3,20.7,315,53.3,0.000001,19.3,1,318,120,0.193,12,1,86,3,Prep
160,-2.75,37.5,160,-2.95,-0.66,-5.76,0.11,327,11,0.000629,72.4,-0.525,37.5,72.4,-0.57,3.37,-6.51,0.125,326,8.93,0.000159,28.5,0,0,28.5,0,0,0,0,0,0,320,53.4,16.1,320,53.3,0,20.7,0.907,319,117,0.175,12,1,86,3,Prep
160,-2.8,50,160,-2.99,-0.27,-4.99,0.0856,327,9.51,0.000484,72.4,-0.175,25,72.4,-0.229,3.43,-4.89,0.0973,326,7.27,0.000061,28.5,0,6.25,28.5,0,0,0,0,0,0,325,53.3,-63.2,326,53.3,0,19.5,0.907,321,119,0.175,12,1,86,3,Prep
162,-0.525,-56.3,162,-0.467,-3.4,-4.12,0.0767,327,4.01,0.000096,74.6,-2.92,-31.3,74.6,-2.96,0.528,-5.08,0.0951,325,10.2,0.00061,27.5,0.05,12.5,27.5,0,0,0,0,0,0,-411,53.4,34.3,-411,53.3,0.000001,25.4,0.934,318,115,0.179,12,1,2,3,Prep
