@relation experiment_04

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up',End}

@data
198,0.025,6.25,198,0,0,-1.42,0.0219,328,0.557,-0.000002,158,0,0,158,0,0,0.0598,0.0152,327,1.39,0,119,0,0,119,0,0,0,0,0,0,339,-0.001,-0.25,339,0,0,0.0666,0,328,0,-0.000001,12,1,2,50,Prep
198,0,0,198,0,0,-1.9,0.0206,329,1.92,0,158,0.025,12.5,158,0,0,-0.0998,0.0141,327,1.55,0.000003,119,0,0,119,0,0,0,0,0,0,339,0.00075,0.375,339,0,0,0.054,0,328,0,0.000001,12,1,0,50,Prep
198,0,0,198,0,0,-2.06,0.0237,329,1.81,0.000002,158,0.025,12.5,158,0,0,-0.899,0.0174,327,2.61,0,119,0,0,119,0,0,0,0,0,0,339,-0.00175,-0.625,339,0,0,0.157,0,329,0,0,12,1,0,50,Prep
198,0.025,6.25,198,0,0,-2.22,0.0225,329,1.87,-0.000005,158,0.025,12.5,158,0,0,0.0598,0.0167,327,1.24,0,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.0791,0,329,0,0,12,1,0,50,Prep
198,-0.025,-6.25,198,0,0,0.499,0.026,329,1.79,0.000002,158,0,0,158,0,0,0.699,0.013,327,0.996,0,119,0,0,119,0,0,0,0,0,0,339,0,-0.25,339,0,0,0.247,0,329,0,0,12,1,0,50,Prep
198,0,0,198,0,0,-0.939,0.0298,329,0.899,0.000002,158,0,0,158,0,0,-0.0998,0.0165,328,1.31,0,119,0,0,119,0,0,0,0,0,0,339,0,-0.438,339,0,0,0.26,0,329,0,0.000001,12,1,0,50,Prep
198,0,0,198,0,0,-1.26,0.0287,329,1.49,0,158,0,0,158,0,0,-1.54,0.0159,327,2.56,0,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.054,0,329,0,0.000001,12,1,0,50,Prep
198,0.025,6.25,198,0,0,1.3,0.0297,329,3.26,-0.000002,158,0,0,158,0,0,0.859,0.0154,327,0.799,0.000001,119,0,0,119,0,0,0,0,0,0,339,0,-0.438,339,0,0,-0.18,0,329,0,0.000001,12,1,0,50,Prep
198,0.025,6.25,198,0,0,-1.74,0.0192,329,1.02,-0.000004,158,0.025,12.5,158,0,0,-0.899,0.0176,327,2.06,0,119,0,0,119,0,0,0,0,0,0,339,0.001,0.5,339,0,0,0.26,0,328,0,-0.000002,12,1,0,50,Prep
198,0,-6.25,198,0,0,-1.9,0.0236,329,1.46,-0.000004,158,0,0,158,0,0,0.22,0.0158,327,1.47,0.000002,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.054,0,329,0,0.000001,12,1,0,50,Prep
