@relation experiment_09

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
152,-15.1,18.8,152,-15,0,-6.07,0.103,324,26.3,0.00319,72.4,-0.025,-6.25,72.4,0,0,-2.06,0.0229,323,3.38,-0.000001,27.7,0.05,25,27.7,0,0,0,0,0,0,245,53.4,63.6,246,53.3,-0.000001,23.3,0.932,313,118,0.177,12,1,2,15,Prep
151,-15.1,-68.7,151,-15,0,-6.29,0.0941,324,26.4,0.00287,72.4,0,0,72.4,0,0,-1.45,0.0238,323,1.59,-0.000004,27.7,-0.025,-12.5,27.7,0,0,0,0,0,0,251,53.4,30.5,251,53.3,0,18.2,0.878,320,120,0.169,12,1,128,15,Prep
149,-14.9,125,149,-15,0,-5.31,0.124,324,26.9,0.00388,72.4,0,0,72.4,0,0,-1.94,0.0206,323,2.8,0.000001,27.7,-0.05,-25,27.7,0,0,0,0,0,0,256,53.3,-41.6,256,53.3,0,19,0.871,320,119,0.168,12,1,128,15,Prep
148,-14.7,113,148,-15,0,-7.06,0.131,324,26.7,0.00416,72.4,-0.025,0,72.4,0,0,-0.552,0.018,323,1.33,0.000001,27.7,0.025,12.5,27.7,0,0,0,0,0,0,261,53.3,7.56,262,53.3,0,25.7,0.991,314,116,0.19,12,1,128,15,Prep
146,-14.8,25,146,-15,0,-10.7,0.143,324,25.1,0.00443,72.4,0,0,72.4,0,0,0.132,0.0192,323,0.939,0.000001,27.7,-0.025,-12.5,27.7,0,0,0,0,0,0,267,53.3,18.1,267,53.3,-0.000001,21.8,0.848,321,123,0.162,12,1,128,15,Prep
145,-15.1,31.3,145,-15,0,-4.35,0.102,324,26.2,0.00323,72.4,-0.025,-12.5,72.4,0,0,-1.63,0.0221,323,2.31,0.000001,27.7,-0.025,-6.25,27.7,0,0,0,0,0,0,272,53.3,-33.8,272,53.3,0,22.8,0.968,320,120,0.186,12,1,128,15,Prep
143,-14.6,93.7,143,-14.5,21.7,-4.13,0.0969,324,24.5,0.00298,72.4,3.15,56.3,72.5,3.95,83.1,5.23,0.0894,323,10.5,0.000572,27.7,0.05,25,27.7,0,0,0,0,0,0,277,53.3,-12.8,278,53.3,0,27.9,1.12,315,114,0.216,12,1,128,15,Prep
142,-10.8,37.5,142,-10.3,61.9,-4.35,0.0983,324,20.1,0.00224,73.1,10.5,37.5,73.2,10.9,59.6,4.33,0.112,323,21.7,0.00255,27.7,-0.05,-25,27.7,0,0,0,0,0,0,283,53.3,-23.3,283,53.3,0,20.8,0.967,320,121,0.187,12,1,128,15,Prep
142,-3.13,75,142,-2.37,84.7,-3.86,0.0575,324,4.83,0.00035,74.5,14.7,-43.8,74.6,14.8,14.6,5.28,0.0949,323,24,0.00284,27.7,0.025,12.5,27.7,0,0,0,0,0,0,288,53.2,-71.1,289,53.3,0,27.2,0.956,317,120,0.18,12,1,128,15,Prep
141,-0.025,-25,141,0,0,-1.95,0.0594,324,3.38,0.000037,75.5,14.9,-31.3,75.6,15,0,6.93,0.129,323,24.4,0.00405,27.7,0.025,12.5,27.7,0,0,0,0,0,0,293,53.4,26,294,53.3,0.000001,18.6,0.984,315,114,0.189,12,1,128,15,Prep
