@relation experiment_18

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
151,3.08,0,151,3,0,3.48,0.0684,327,8.56,0.000408,74.5,-0.15,-75,74.5,0,0,-3.04,0.0629,326,3.91,0,29.7,0,0,29.7,0,0,0,0,0,0,897,53.3,-0.75,898,53.3,0,22.1,0.867,323,119,0.167,12,1,2,3,Prep
152,3.2,25,152,3,0,3.09,0.0621,327,6.74,0.000415,74.5,-0.125,-62.5,74.5,0,0,-3.38,0.0635,326,2.52,-0.00001,29.7,0,0,29.7,0,0,0,0,0,0,903,53.2,-45.3,903,53.3,0,23.7,0.937,324,119,0.179,12,1,20,3,Prep
152,3.2,50,152,3,0,3.96,0.0796,327,8.78,0.000498,74.5,-0.125,-62.5,74.5,0,0,-3.36,0.0625,326,3.61,-0.000019,29.7,0,0,29.7,0,0,0,0,0,0,908,53.4,60.2,908,53.3,0.000001,14.9,0.799,323,119,0.152,12,1,20,3,Prep
152,3.13,50,152,3,0,4.7,0.0946,327,10.2,0.000622,74.5,-0.15,-75,74.5,0,0,-3.05,0.0611,326,3.15,-0.000019,29.7,0,-6.25,29.7,0,0,0,0,0,0,913,53.4,-14.3,914,53.3,-0.000001,18.2,0.895,323,114,0.172,12,1,20,3,Prep
153,2.97,56.3,153,3,0,5.97,0.102,327,11.3,0.000645,74.5,-0.15,-75,74.5,0,0,-2.72,0.0626,326,3.91,-0.000019,29.7,-0.025,-6.25,29.7,0,0,0,0,0,0,919,53.4,31.4,919,53.3,0,18.4,0.854,324,120,0.162,12,1,20,3,Prep
153,3,56.3,153,3,0,5.18,0.0923,327,9.55,0.000564,74.5,-0.15,-75,74.5,0,0,-2.56,0.0612,326,4.19,0.000009,29.7,0,6.25,29.7,0,0,0,0,0,0,924,53.3,8.37,924,53.3,0,21,0.961,323,120,0.184,12,1,20,3,Prep
153,2.95,62.5,153,3,0,3.25,0.0722,327,11.3,0.000444,74.5,-0.125,-62.5,74.5,0,0,-2.43,0.061,326,4.28,0.000019,29.7,0,6.25,29.7,0,0,0,0,0,0,929,53.4,8.87,930,53.3,0,18,0.874,323,114,0.169,12,1,20,3,Prep
153,3,25,153,3,0,3.35,0.0697,327,8.42,0.000394,74.5,-0.15,-75,74.5,0,0,-2.42,0.0589,326,3.98,0,29.7,0.025,12.5,29.7,0,0,0,0,0,0,935,53.3,-33,935,53.3,0.000001,22.2,0.854,324,120,0.163,12,1,20,3,Prep
154,3.15,31.3,154,3,0,2.96,0.0496,327,6.53,0.000286,74.5,-0.15,-75,74.5,0,0,-3.21,0.061,326,2.98,0,29.7,0,0,29.7,0,0,0,0,0,0,940,53.3,-13.8,940,53.3,-0.000001,17.4,0.946,323,118,0.182,12,1,20,3,Prep
154,3.2,25,154,3,0,3.94,0.0741,327,8,0.00047,74.5,-0.125,-62.5,74.5,0,0,-2.74,0.0607,326,3.72,0,29.7,0,0,29.7,0,0,0,0,0,0,945,53.5,74.2,946,53.3,0,15.6,0.758,324,115,0.142,12,1,20,3,Prep
