@relation experiment_10

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
146,12.1,106,146,12,0,5.78,0.11,324,20.7,0.0028,105,0,0,105,0,0,1.14,0.0253,323,3.65,0,28.7,0.025,12.5,28.7,0,0,0,0,0,0,1740,53.3,-28.3,1740,53.3,0,26,0.843,321,118,0.159,12,1,2,12,Prep
147,11.9,-100,147,12,0,6.37,0.0994,324,22.3,0.00245,105,0,0,105,0,0,-0.725,0.0149,323,0.575,-0,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1750,53.3,8.62,1750,53.3,0,21.9,1.08,321,117,0.208,12,1,70,12,Prep
148,12.3,100,148,12,0,3.53,0.0864,324,21.1,0.00214,105,-0.025,-12.5,105,0,0,0.756,0.0222,323,2.28,0,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1750,53.4,16.3,1750,53.3,0,24.8,0.854,321,112,0.164,12,1,70,12,Prep
149,11.9,-81.2,149,12,0,6.85,0.105,324,21.7,0.00259,105,-0.025,-12.5,105,0,0,1.23,0.0307,323,3.88,0,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1760,53.3,-55.3,1760,53.3,0.000001,23.9,0.915,321,117,0.176,12,1,70,12,Prep
151,11.7,-150,151,12,0,9.12,0.121,324,20.7,0.00297,105,0,0,105,0,0,-1.02,0.0176,323,0.871,0,28.7,0,6.25,28.7,0,0,0,0,0,0,1760,53.2,-39.7,1760,53.3,0,28.2,0.927,317,121,0.175,12,1,70,12,Prep
152,12.3,93.7,152,12,0,3.63,0.0785,324,21.2,0.00199,105,0,0,105,0,0,0.119,0.0155,323,1.43,0.000001,28.7,0,0,28.7,0,0,0,0,0,0,1770,53.3,9.87,1770,53.3,0,19.8,1.1,314,115,0.212,12,1,70,12,Prep
153,12.2,131,153,12,0,4.99,0.0975,324,20.4,0.00246,105,-0.025,-12.5,105,0,0,-0.341,0.0178,323,1.61,0,28.7,0,6.25,28.7,0,0,0,0,0,0,1770,53.4,49.7,1770,53.3,0,14.8,0.913,321,119,0.173,12,1,70,12,Prep
154,12.2,106,154,12,0,5.3,0.0986,324,21.6,0.00251,105,0,0,105,0,0,0.296,0.0168,323,2.89,0,28.7,0.025,12.5,28.7,0,0,0,0,0,0,1780,53.2,-87.4,1780,53.3,0.000001,27,1.04,317,118,0.199,12,1,70,12,Prep
155,12.2,93.7,155,12,0,5.01,0.0932,324,21.9,0.00234,105,0.025,6.25,105,0,0,-0.473,0.0163,323,0.988,0,28.7,0.025,6.25,28.7,0,0,0,0,0,0,1780,53.3,-39.3,1780,53.3,0.000001,20.4,0.995,320,119,0.192,12,1,70,12,Prep
157,11.9,-87.5,157,12,0,7.05,0.118,324,20.9,0.00299,105,0,0,105,0,0,0.548,0.0196,323,2.66,-0,28.7,0.025,6.25,28.7,0,0,0,0,0,0,1790,53.5,36.9,1790,53.3,-0.000001,17.1,0.755,321,115,0.142,12,1,70,12,Prep
