@relation experiment_08

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
144,3.85,188,144,4.69,98.2,5.77,0.107,324,13,0.000896,77.6,-20.1,-619,77.5,-19.4,22.7,-2.14,0.147,323,27.9,0.00435,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,350,53.3,7.44,350,53.3,-0.000001,22.9,0.895,320,119,0.172,12,1,2,20,Prep
145,12.6,-56.3,145,13.5,75,7.68,0.132,324,25.9,0.00349,75.8,-15.4,-43.8,75.7,-14.8,67.3,-5.68,0.125,323,28,0.00413,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,355,53.2,-64.3,355,53.3,0,25.7,0.971,320,117,0.186,12,1,18,20,Prep
147,18.6,-18.8,147,18.9,33.2,6.02,0.103,324,30.1,0.004,74.7,-6.9,138,74.7,-6.4,95.1,-6.79,0.109,323,17.6,0.00157,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,360,53.4,34.8,361,53.3,0,19.5,1.09,318,117,0.208,12,1,18,20,Prep
148,6.28,1440,148,14,1000,24.4,0.314,325,26.1,0.00412,74.5,0.1,43.8,74.5,0,0,-3.68,0.0629,323,7.51,-0.00001,29.7,-0.025,-6.25,29.7,0,0,0,0,0,0,366,53.2,-43.5,366,53.3,0,27.2,1.05,320,118,0.202,12,1,18,20,Prep
150,20,-6.25,150,20,0,5.07,0.12,324,34.9,0.00505,74.5,0.05,31.3,74.5,0,0,-1.94,0.0515,324,7.65,-0.000008,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,371,53.4,-16.8,371,53.3,0.000001,17,0.886,319,116,0.17,12,1,19,20,Prep
152,20,12.5,152,20,0,7.59,0.112,324,33,0.00463,74.5,0.075,37.5,74.5,0,0,-3.04,0.0515,323,6.83,-0.000016,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,376,53.3,26.8,377,53.3,-0.000001,23.6,0.992,319,119,0.191,12,1,19,20,Prep
154,20,-6.25,154,20,0,6.73,0.11,324,33.3,0.00451,74.5,0.05,31.3,74.5,0,0,-2.72,0.0507,323,6.82,-0.000023,29.7,0,0,29.7,0,0,0,0,0,0,382,53.2,-60.4,382,53.3,0,28.1,1.12,319,118,0.214,12,1,19,20,Prep
156,20.2,-156,156,19.7,-15.2,5.93,0.101,324,34.4,0.00405,74.5,2.42,163,74.5,3.22,99.6,7.21,0.125,323,10.4,0.000707,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,387,53.4,24.4,387,53.3,0,17.4,0.853,320,117,0.163,12,1,19,20,Prep
158,16.5,-113,158,16,-58.1,6.68,0.102,324,27.2,0.00343,75.2,10.9,31.3,75.3,12,81.1,11.3,0.189,323,23,0.00457,29.7,0,6.25,29.7,0,0,0,0,0,0,392,53.2,-33.9,393,53.3,0,28.8,1.09,319,119,0.209,12,1,20,20,Prep
159,8.97,-225,159,8.55,-90.7,5.71,0.0861,324,18.8,0.00161,76.6,18.3,213,76.8,18.1,44,6.02,0.126,323,29.7,0.00465,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,398,53.4,-15.7,398,53.3,0.000001,19.3,0.934,319,117,0.18,12,1,20,20,Prep
198,0,0,198,0,0,0.18,0.0264,328,1.21,0.000001,158,-0.025,-12.5,158,0,0,0.219,0.0253,326,1.17,0,119,-0.025,-12.5,119,0,0,0,0,0,0,306,-0.001,-0.5,306,0,0,0.839,0,328,0,0,12,1,2,20,Prep
198,-0.025,-6.25,198,0,0,-1.1,0.021,327,1.47,0,158,0,0,158,0,0,0.697,0.0165,326,0.433,0.000001,119,0,0,119,0,0,0,0,0,0,306,-0.001,-0.0625,306,0,0,-0.00338,0,327,0,-0.000002,12,1,0,20,Prep
198,0.025,6.25,198,0,0,1.62,0.0211,327,3.44,0.000003,158,-0.025,-6.25,158,0,0,-0.259,0.0142,326,1.79,0,119,0.025,6.25,119,0,0,0,0,0,0,306,0,0.438,306,0,0,0.207,0,328,0,-0.000006,12,1,0,20,Prep
198,0.025,12.5,198,0,0,0.659,0.0199,327,1.93,-0,158,-0.025,-12.5,158,0,0,-0.901,0.0231,326,2.18,-0,119,0.025,6.25,119,0,0,0,0,0,0,306,-0.001,0,306,0,0,0.499,0,327,0,-0.000003,12,1,0,20,Prep
198,0.025,6.25,198,0,0,-0.78,0.0193,328,1.66,0.000001,158,-0.025,-18.8,158,0,0,0.535,0.024,326,0.805,0,119,0,-6.25,119,0,0,0,0,0,0,306,0,-0.25,306,0,0,1.21,0,327,0,0,12,1,0,20,Prep
198,-0.025,-18.8,198,0,0,0.501,0.0212,328,0.969,0.000001,158,0,0,158,0,0,0.377,0.0179,326,1.19,-0.000001,119,0.025,6.25,119,0,0,0,0,0,0,306,-0.002,-0.75,306,0,0,-0.00341,0,327,0,-0.000005,12,1,0,20,Prep
198,0.025,12.5,198,0,0,0.18,0.0224,328,1.21,0,158,-0.05,-18.8,158,0,0,0.69,0.0204,326,1.15,0,119,0.025,12.5,119,0,0,0,0,0,0,306,-0.00175,-0.875,306,0,0,1,0,327,0,0,12,1,0,20,Prep
198,0.025,6.25,198,0,0,-0.619,0.0205,328,0.692,0.000002,158,-0.025,-12.5,158,0,0,-0.259,0.02,326,1.74,0,119,0,6.25,119,0,0,0,0,0,0,306,0.001,0.25,306,0,0,0.79,0,327,0,0,12,1,0,20,Prep
198,-0.025,-18.8,198,0,0,-0.619,0.0196,328,1.09,-0.000001,158,-0.025,-12.5,158,0,0,0.858,0.0211,326,0.902,0,119,0.025,6.25,119,0,0,0,0,0,0,306,0.00075,0.375,306,0,0,1,0,328,0,0.000003,12,1,0,20,Prep
198,0.05,12.5,198,0,0,1.14,0.0296,328,3.16,0.000002,158,0,-12.5,158,0,0,-0.737,0.0183,326,2.9,-0.000001,119,0.025,6.25,119,0,0,0,0,0,0,306,-0.00175,-0.625,306,0,0,1,0,327,0,0,12,1,0,20,Prep
198,0.025,12.5,198,0,0,1.62,0.0204,327,2.68,-0.000001,158,-0.05,-18.8,158,0,0,-0.733,0.0169,326,3.34,0,119,0,6.25,119,0,0,0,0,0,0,306,0.00075,0.188,306,0,0,0.79,0,327,0,0.000006,12,1,0,20,Prep
198,0,-6.25,198,0,0,-1.42,0.0253,328,0.858,0,158,-0.05,-31.3,158,0,0,-0.417,0.0164,326,2.52,0.000001,119,0,0,119,0,0,0,0,0,0,306,0.001,0.687,306,0,0,0.418,0,327,0,0.000003,12,1,2,20,Prep
198,-14.9,-331,198,-17.7,-313,-8.63,0.197,326,29.9,0.00654,157,-27,-775,157,-32.1,-567,-19.6,0.347,324,49.3,0.0207,118,-28.3,-681,118,-33.3,-588,0,0,0,0,306,0,0.188,306,0,0,0.709,0,327,0,0.000004,12,1,4,50,Prep
196,-18,6.25,196,-17.9,-0.000095,-5.31,0.107,327,28.9,0.00412,154,-32.3,-62.5,154,-32.4,0.000095,-8.65,0.18,325,48.1,0.0125,115,-33.6,-12.5,115,-33.6,0.000095,0,0,0,0,306,0,-0.188,306,0,0,0.207,0,327,0,0.000005,12,1,7,50,Prep
194,-17.8,62.5,194,-17.9,0.000095,-7.74,0.132,327,28.4,0.00507,151,-32.6,-93.7,151,-32.4,0,-8.9,0.18,325,48.8,0.0126,111,-33.7,-12.5,111,-33.6,0.000095,0,0,0,0,306,-0.00125,-1.19,306,0,0,0.499,0,327,0,-0.000002,12,1,7,50,Prep
192,-18,6.25,192,-17.9,-0.000095,-3.58,0.102,327,30.6,0.00379,148,-32.5,31.3,147,-32.4,0,-8.23,0.154,325,48.8,0.0104,108,-33.7,-56.3,108,-33.6,-0.000095,0,0,0,0,306,0,0,306,0,0,0.709,0,327,0,0,12,1,7,50,Prep
190,-18,0,190,-17.9,-0.000095,-6.97,0.119,327,29.4,0.00427,144,-32,175,144,-32.4,-0.000095,-10.1,0.189,325,48.4,0.0127,105,-33.7,-31.3,104,-33.6,-0.000191,0,0,0,0,306,0.001,0.5,306,0,0,-0.214,0,327,0,0.000002,12,1,7,50,Prep
189,-17.8,37.5,189,-17.9,-0.000095,-7.24,0.121,327,29.9,0.00456,141,-32,131,141,-32.4,0.000191,-11.8,0.192,325,48.5,0.0132,101,-33.7,12.5,101,-33.6,-0.000095,0,0,0,0,306,-0.001,-0.0625,306,0,0,0.207,0,327,0,-0.000003,12,1,7,50,Prep
187,-17.8,25,187,-17.9,-0.000095,-6.55,0.13,326,29.2,0.005,138,-32.3,-62.5,138,-32.4,-0.000095,-11.5,0.182,325,49.2,0.0124,98.1,-33.7,-37.5,97.9,-33.6,0.000095,0,0,0,0,306,-0.001,-0.5,306,0,0,0.709,0,327,0,-0.000003,12,1,7,50,Prep
185,-17.9,18.8,185,-17.9,0.000095,-5.01,0.0991,326,28.9,0.00372,135,-32.5,-62.5,134,-32.4,0,-8.32,0.173,325,50.4,0.0119,94.8,-33.7,-37.5,94.5,-33.6,-0.000095,0,0,0,0,306,0,-0.25,306,0,0,1,0,327,0,0.000005,12,1,7,50,Prep
183,-18.2,-87.5,183,-17.9,-0.000095,-5.85,0.106,326,28.9,0.00388,131,-32.6,-50,131,-32.4,0,-7.44,0.174,325,50.2,0.0121,91.4,-33.7,-37.5,91.1,-33.6,0.000095,0,0,0,0,306,0.001,0.5,306,0,0,0.709,0,327,0,0.000003,12,1,7,50,Prep
164,-17.6,75,163,-17.9,0.000095,-7.44,0.138,327,31.1,0.00511,95.7,-32.6,-37.5,95.5,-32.4,0.000095,-7.7,0.166,325,48.4,0.0115,54.3,-33.5,18.8,54,-33.6,-0.000095,0,0,0,0,306,0,0,306,0,0,-1.8,0,327,0,-0.000001,12,1,2,50,Prep
162,-18,-43.8,162,-17.9,0.000095,-7.13,0.105,327,27.8,0.00375,92.5,-32.3,75,92.2,-32.4,-0.000095,-10.5,0.159,325,50.6,0.0106,50.9,-33.5,-6.25,50.7,-33.6,0.000095,0,0,0,0,306,0.00075,-0.0625,306,0,0,0.709,0,327,0,0.000004,12,1,7,50,Prep
160,-17.9,-31.3,160,-17.9,-0.000095,-6.44,0.109,327,30.9,0.00402,89.2,-32,113,89,-32.4,0.000191,-12.6,0.185,325,48.2,0.0124,47.6,-33.7,6.25,47.3,-33.6,-0.000095,0,0,0,0,306,-0.001,0,306,0,0,-0.00341,0,327,0,-0.000001,12,1,7,50,Prep
158,-17.8,50,158,-17.9,-0.000095,-8.08,0.125,327,30.7,0.00467,86,-32.5,-144,85.7,-32.4,0,-9.25,0.18,325,49.2,0.0123,44.2,-33.5,37.5,43.9,-33.6,0.000095,0,0,0,0,306,0.001,0.5,306,0,0,1,0,327,0,0.000002,12,1,7,50,Prep
156,-17.7,125,156,-17.9,0.000095,-7.69,0.133,327,28.9,0.00503,82.8,-32.3,-6.25,82.5,-32.4,0.000191,-11.6,0.195,325,49.5,0.0133,40.8,-33.6,6.25,40.6,-33.6,-0.000095,0,0,0,0,306,-0.003,-0.937,306,0,0,2.08,0,327,0,-0.000004,12,1,7,50,Prep
155,-17.9,87.5,154,-17.9,0.000095,-5.25,0.102,327,29.4,0.00384,79.5,-32.7,-113,79.3,-32.4,-0.000095,-8.6,0.151,325,49.7,0.0101,37.5,-33.5,56.3,37.2,-33.6,-0.000191,0,0,0,0,306,0.001,0.25,306,0,0,0.207,0,327,0,0,12,1,7,50,Prep
153,-18.1,-62.5,153,-17.9,-0.000191,-5.89,0.108,327,30.3,0.00401,76.3,-32.7,-31.3,76,-32.4,0,-8.46,0.144,325,48.6,0.00967,34.1,-33.6,-37.5,33.8,-33.6,0.000191,0,0,0,0,306,0,0,306,0,0,0.207,0,327,0,0,12,1,7,50,Prep
151,-10.3,356,151,-7.36,358,-4.98,0.0535,327,14.8,0.00103,73.2,-18.7,725,73.1,-13.3,648,2.57,0.0332,326,17.4,-0.000888,30.9,-19.1,825,30.8,-13.8,672,0,0,0,0,306,-0.00075,-0.375,306,0,0,-0.084,0,327,0,-0.000002,12,1,7,50,Prep
151,0.075,31.3,151,0,0,1.57,0.0367,328,4.79,-0.000008,73,0.025,12.5,73,0,0,1.66,0.0257,327,0.541,0,30.7,0.05,12.5,30.7,0,0,0,0,0,0,306,-0.001,0.0625,306,0,0,0.418,0.04,328,1.31,0,12,1,7,50,Prep
151,0.075,43.8,151,0,0,1.49,0.0331,328,0.628,0,73,0.05,18.8,73,0,0,1.02,0.0198,327,0.388,0.000001,30.7,0.025,12.5,30.7,0,0,0,0,0,0,306,-0.003,-1.25,306,0,0,0.127,0.0248,327,1.39,-0.000001,12,1,9,50,Prep
142,20,12.5,143,20,0,4.6,0.102,324,33.1,0.00432,77.9,-0.025,-25,77.9,0,0,-0.6,0.02,323,1.94,0,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1650,53.3,2.44,1650,53.3,0,23.6,0.995,316,121,0.192,12,1,2,20,'Layer 1 Up'
144,0.7,75,144,0.844,143,6.67,0.0932,324,10.2,0.000279,77.9,-0.05,-12.5,77.9,-5.94,-990,-0.523,0.0206,323,1.29,0.000002,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1660,53.2,-20.1,1660,53.3,0,27.9,1.06,321,120,0.203,12,1,100,20,'Layer 1 Up'
145,10.5,231,145,11,84.9,5.32,0.109,324,19.5,0.00238,76.4,-17.5,-37.5,76.2,-16.7,54.3,-5.47,0.0947,322,28.4,0.00332,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1660,53.2,-90.4,1660,53.3,0.000001,26.1,1.06,321,122,0.201,12,1,100,20,'Layer 1 Up'
146,17.4,125,146,17.7,48.1,7,0.123,324,30.2,0.00436,75,-10.1,-37.5,74.9,-9.36,88.6,-9.34,0.161,322,19.3,0.00348,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1670,53.4,54.6,1670,53.3,-0.000001,14.3,0.909,321,120,0.171,12,1,100,20,'Layer 1 Up'
148,14.4,-1130,148,6.68,-1000,-13.7,0.199,324,2.75,-0.00472,74.5,-0.525,68.7,74.5,-0.041,29.5,-3.21,0.0719,323,5.55,0.000057,27.7,0.025,12.5,27.7,0,0,0,0,0,0,1670,53.3,-12.5,1670,53.3,0,24.1,0.92,320,120,0.176,12,1,100,20,'Layer 1 Up'
150,19.9,-50,150,20,0,7.42,0.115,324,32,0.00469,74.5,0.125,56.3,74.5,0,0,-4.51,0.0656,323,3.91,0.00002,27.7,0,6.25,27.7,0,0,0,0,0,0,1680,53.4,28.5,1680,53.3,0,17.6,0.813,317,121,0.155,12,1,100,20,'Layer 1 Up'
