@relation experiment_14

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
141,0.125,50,141,0,0,-3.38,0.071,327,5.93,0.000034,98.8,3,12.5,98.9,3,0,5.74,0.0965,325,9.13,0.000641,29.7,0,0,29.7,0,0,0,0,0,0,1300,53.3,-29.9,1300,53.3,0.000001,23,0.976,319,116,0.188,12,1,2,3,Prep
141,-0.1,-50,141,0,0,-2.54,0.0492,327,5.04,-0.000015,99.1,2.8,12.5,99.1,3,0,5.41,0.094,325,10.4,0.000603,29.7,-0.025,-6.25,29.7,0,0,0,0,0,0,1300,53.3,-44.4,1300,53.3,0,24.4,0.989,323,117,0.19,12,1,26,3,Prep
141,-0.125,-62.5,141,0,0,-2.7,0.0508,327,3.93,-0.000038,99.4,2.85,0,99.4,3,0,2.51,0.0548,326,8.86,0.000299,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,1310,53.4,9.25,1310,53.3,0,15.1,0.834,324,115,0.158,12,1,26,3,Prep
141,0.15,68.7,141,0,0,-4.18,0.071,327,5.2,0.000067,99.7,2.67,-62.5,99.8,3,0,4.45,0.0746,325,9.91,0.000489,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,1310,53.4,26.4,1310,53.3,0,18.1,0.912,318,113,0.174,12,1,26,3,Prep
141,-0.1,-50,141,0,0,-2.15,0.0561,327,5.42,-0.000009,100,3.05,-6.25,100,3,0,1.78,0.0395,325,6.9,0.000216,29.7,0,-6.25,29.7,0,0,0,0,0,0,1320,53.3,-37.1,1320,53.3,0.000001,21.9,0.972,323,119,0.187,12,1,26,3,Prep
141,-0.125,-50,141,0,0,-2.24,0.0477,327,5.22,-0.000022,100,3.25,31.3,100,3,0,1.72,0.0609,326,8.75,0.000375,29.7,0,0,29.7,0,0,0,0,0,0,1320,53.4,26.6,1320,53.3,-0.000001,17.2,0.723,324,117,0.138,12,1,26,3,Prep
141,0.15,68.7,141,0,0,-2.75,0.0717,327,6.72,0.000011,101,3.1,-12.5,101,3,0,3.06,0.0543,326,7.36,0.000333,29.7,0,6.25,29.7,0,0,0,0,0,0,1330,53.4,37.3,1330,53.3,-0.000001,19.8,0.838,319,115,0.16,12,1,26,3,Prep
141,-0.1,-43.8,141,0,0,-3.04,0.0514,327,4.2,-0.000031,101,2.7,-6.25,101,3,0,-0.729,0.0842,325,10.7,0.000273,29.7,-0.025,-6.25,29.7,0,0,0,0,0,0,1330,53.4,20.8,1330,53.3,0,16,0.893,323,117,0.169,12,1,26,3,Prep
141,-0.1,-50,141,0,0,-2.15,0.0534,327,5.38,-0.000024,101,2.85,-12.5,101,3,0,5.52,0.0797,326,9.18,0.000496,29.7,0,-6.25,29.7,0,0,0,0,0,0,1340,53.4,19.3,1340,53.3,0,21.5,0.731,324,115,0.139,12,1,28,3,Prep
141,0.15,68.7,141,0,0,-3.29,0.0728,327,6.31,0.000023,101,2.83,-50,102,3,0,6.65,0.1,325,8.84,0.000559,29.7,0,6.25,29.7,0,0,0,0,0,0,1340,53.3,8.75,1350,53.3,0,22.4,0.836,320,118,0.159,12,1,28,3,Prep
162,-0.2,-106,162,0,0,2.21,0.0531,327,7.15,-0.00003,76.3,-2.97,18.8,76.3,-3,0,-7.64,0.126,325,11.4,0.000766,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,-1380,53.5,45.5,-1380,53.3,-0.000001,16.2,0.705,322,118,0.135,12,1,2,3,Prep
162,-0.2,-100,162,0,0,3.32,0.0547,327,5.73,-0.000008,76,-3.03,-6.25,76,-3,0,-6.96,0.113,325,10.9,0.000724,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,-1380,53.2,-8.12,-1380,53.3,0,22.7,1.05,320,120,0.202,12,1,43,3,Prep
162,-0.175,-87.5,162,0,0,4.99,0.056,327,3.32,-0.000008,75.7,-3.05,0,75.7,-3,0,-6.47,0.11,325,10.2,0.000673,29.7,0,-6.25,29.7,0,0,0,0,0,0,-1370,53.4,0.375,-1370,53.3,0,17,0.947,320,117,0.182,12,1,43,3,Prep
162,-0.175,-93.7,162,0,0,3.87,0.0524,327,4.49,-0.000031,75.4,-2.97,0,75.4,-3,0,-7.17,0.118,325,10.9,0.000774,29.7,-0.025,-12.5,29.7,0,0,0,0,0,0,-1370,53.4,28.4,-1370,53.3,0,12.4,0.714,322,120,0.137,12,1,43,3,Prep
162,-0.2,-100,162,0,0,3.04,0.0517,327,5.89,-0.000038,75.1,-3.03,-50,75.1,-3,0,-6.07,0.108,326,11.1,0.000661,29.7,0,0,29.7,0,0,0,0,0,0,-1360,53.2,-36.6,-1360,53.3,0.000001,21.3,1.08,320,120,0.208,12,1,43,3,Prep
162,-0.125,-25,162,-0.153,-3.43,-1.39,0.0268,327,2.72,-0.000002,74.9,-3.28,-50,74.8,-3,0.167,-3.98,0.0882,326,9.79,0.000554,29.7,0,0,29.7,0,0,0,0,0,0,-1350,53.4,20.7,-1350,53.3,-0.000001,18.9,0.84,321,118,0.162,12,1,43,3,Prep
162,-0.3,93.7,162,-0.494,-3.39,-5.45,0.0735,327,5.71,0.000057,74.6,-3,-12.5,74.5,-2.96,0.558,-4.52,0.0916,325,10.8,0.000569,29.7,0,0,29.7,0,0,0,0,0,0,-1350,53.3,-49.6,-1350,53.3,0,23.4,0.857,322,117,0.163,12,1,45,3,Prep
162,-0.475,138,162,-0.829,-3.3,-6.17,0.0656,327,5.76,0.000078,74.3,-2.88,-31.3,74.3,-2.88,0.942,-8.59,0.119,325,8.19,0.00069,29.7,0,0,29.7,0,0,0,0,0,0,-1340,53.3,-8.25,-1340,53.3,0,18.6,1.06,319,119,0.205,12,1,45,3,Prep
162,-0.925,93.7,162,-1.15,-3.18,-5.36,0.0739,327,7.28,0.000171,74,-2.67,18.8,74,-2.77,1.31,-2.46,0.078,325,12.7,0.000425,29.7,0,0,29.7,0,0,0,0,0,0,-1340,53.4,15.7,-1340,53.3,0,19.2,0.826,321,119,0.158,12,1,45,3,Prep
162,-1.25,75,162,-1.46,-3,-5.53,0.0903,326,8.23,0.000244,73.7,-2.7,37.5,73.7,-2.62,1.67,-6.71,0.106,325,8.97,0.000634,29.7,0,0,29.7,0,0,0,0,0,0,-1330,53.3,-30.8,-1330,53.3,0.000001,18,0.84,322,121,0.162,12,1,45,3,Prep
157,2.78,-68.7,157,3,0,4.49,0.0689,327,8.4,0.00042,105,-0.025,-6.25,105,0,0,2.1,0.0213,326,1.78,0,28.7,0,0,28.7,0,0,0,0,0,0,993,53.4,35.2,993,53.3,-0.000001,20.5,1,318,117,0.193,12,1,2,3,Prep
157,2.88,-75,157,3,0,4.14,0.0779,327,9.57,0.000489,105,0,0,105,0,0,1.39,0.0229,326,2.42,0.000002,28.7,0,0,28.7,0,0,0,0,0,0,998,53.3,-6.38,999,53.3,0,25.5,0.907,319,117,0.173,12,1,70,3,Prep
157,3.05,-6.25,157,3,0,4.24,0.0739,327,8.78,0.000471,105,0,6.25,105,0,0,0.415,0.0319,326,1.43,-0.000005,28.7,0,6.25,28.7,0,0,0,0,0,0,1000,53.2,-65.6,1000,53.3,0,25,0.933,321,115,0.179,12,1,70,3,Prep
158,3.17,12.5,158,3,0,4.46,0.092,327,9.96,0.000626,105,0,6.25,105,0,0,1.3,0.0259,326,1.52,0,28.7,0,0,28.7,0,0,0,0,0,0,1010,53.4,56.6,1010,53.3,0,21.1,0.909,318,117,0.174,12,1,70,3,Prep
158,3.1,12.5,158,3,0,4.8,0.101,327,10.4,0.000664,105,0,0,105,0,0,1.01,0.0293,326,1.52,0.000003,28.7,0,6.25,28.7,0,0,0,0,0,0,1010,53.3,-19.5,1010,53.3,0.000001,19.7,0.931,319,118,0.179,12,1,70,3,Prep
158,3.03,12.5,158,3,0,5.32,0.105,327,10.8,0.000682,105,0,0,105,0,0,0.667,0.021,326,1.15,0.000002,28.7,0,0,28.7,0,0,0,0,0,0,1020,53.5,44.7,1020,53.3,-0.000001,17.5,0.767,319,114,0.146,12,1,70,3,Prep
159,2.95,12.5,159,3,0,5.9,0.109,327,10.3,0.000696,105,0.025,12.5,105,0,0,0.92,0.0188,326,0.614,-0.000002,28.7,0,0,28.7,0,0,0,0,0,0,1020,53.4,44,1030,53.3,0,24.5,0.931,318,118,0.179,12,1,70,3,Prep
159,2.75,-31.3,159,3,0,5.41,0.0955,327,10.2,0.000577,105,0,0,105,0,0,0.119,0.0213,326,1.59,-0.000002,28.7,0,6.25,28.7,0,0,0,0,0,0,1030,53.3,-33.9,1030,53.3,0,19.5,1.06,319,117,0.205,12,1,70,3,Prep
159,2.83,-25,159,3,0,6.15,0.102,327,10.2,0.000636,105,0,0,105,0,0,1.73,0.0296,326,8.42,-0.000002,28.7,0,-6.25,28.7,0,0,0,0,0,0,1040,53.4,3.5,1040,53.3,0,19.4,0.807,320,115,0.155,12,1,70,3,Prep
159,2.85,-56.3,159,3,0,4.62,0.0812,327,9.63,0.000528,105,0.025,12.5,105,0,0,1.64,0.0234,326,2.1,0,28.7,0.025,6.25,28.7,0,0,0,0,0,0,1040,53.3,-19.9,1040,53.3,0.000001,26.7,1.01,319,115,0.194,12,1,70,3,Prep
198,-0.025,-25,198,0,0,-0.14,0.0172,330,0.754,0.000002,158,-0.05,-31.3,158,0,0,-2.17,0.0242,328,4.33,0.000002,119,0,0,119,0,0,0,0,0,0,42,0,0,42,0,0,-0.475,0,329,0,-0.000002,12,1,2,50,Prep
198,0.05,12.5,198,0,0,-0.142,0.0235,330,1.97,-0.000003,158,0,6.25,158,0,0,0.0541,0.0194,328,0.436,-0.000002,119,0.025,6.25,119,0,0,0,0,0,0,42,0.001,0.25,42,0,0,-0.475,0,329,0,-0.000002,12,1,0,50,Prep
198,0,0,198,0,0,-1.1,0.0194,330,2.36,0.000003,158,0,0,158,0,0,-1.22,0.0191,328,2.49,0.000001,119,-0.025,-6.25,119,0,0,0,0,0,0,42,0.001,0.5,42,0,0,-0.475,0,329,0,0,12,1,0,50,Prep
198,0,0,198,0,0,0.34,0.0253,330,0.497,-0.000001,158,0,-6.25,158,0,0,-1.06,0.0218,328,2.28,0,119,-0.025,-6.25,119,0,0,0,0,0,0,42,0,0,42,0,0,0.00499,0,330,0,0,12,1,0,50,Prep
198,-0.025,-6.25,198,0,0,-1.26,0.0175,330,2.08,0.000002,158,-0.025,-12.5,158,0,0,-0.0971,0.0224,329,2.05,0,119,0,6.25,119,0,0,0,0,0,0,42,0.002,0.5,42,0,0,0.0977,0,330,0,0,12,1,0,50,Prep
198,0,6.25,198,0,0,-1.1,0.0236,330,1.81,-0.000001,158,0,0,158,0,0,-1.06,0.0245,328,2.16,0.000001,119,-0.025,-6.25,119,0,0,0,0,0,0,42,0.001,0.5,42,0,0,-0.475,0,330,0,-0.000001,12,1,0,50,Prep
198,0,6.25,198,0,0,-0.459,0.0168,330,0.754,0,158,0,-6.25,158,0,0,-0.262,0.0175,328,0.965,0.000001,119,-0.025,-6.25,119,0,0,0,0,0,0,42,-0.002,-1,42,0,0,-0.0877,0,330,0,-0.000001,12,1,0,50,Prep
198,0,6.25,198,0,0,-1.1,0.0188,330,1.2,-0.000001,158,0,-6.25,158,0,0,-0.1,0.0163,328,0.722,-0,119,0,0,119,0,0,0,0,0,0,42,0,0,42,0,0,-0.676,0,330,0,0,12,1,0,50,Prep
