@relation experiment_06

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
198,0,6.25,198,0,0,-1.1,0.0191,328,1.67,0,158,-0.05,-31.3,158,0,0,-1.05,0.0231,327,2.45,0,119,-0.025,-6.25,119,0,0,0,0,0,0,-978,0,-0.5,-978,0,0,-0.415,0,328,0,-0.000007,12,1,2,50,Prep
198,0.025,18.8,198,0,0,0.499,0.0211,328,1.54,0,158,-0.025,-12.5,158,0,0,0.0623,0.0217,327,1.16,0,119,0,0,119,0,0,0,0,0,0,-978,-0.001,-0.75,-978,0,0,0.883,0,328,0,0,12,1,0,50,Prep
198,0,12.5,198,0,0,1.14,0.017,328,2.32,0.000001,158,-0.025,-18.8,158,0,0,0.374,0.018,327,0.764,0,119,0,0,119,0,0,0,0,0,0,-978,0.00325,1.31,-978,0,0,-0.415,0,328,0,-0.000004,12,1,0,50,Prep
198,0,0,198,0,0,-0.3,0.0152,328,0.812,-0,158,-0.05,-25,158,0,0,-0.413,0.0232,327,2.62,0.000002,119,-0.025,-6.25,119,0,0,0,0,0,0,-978,0,-0.25,-978,0,0,-0.152,0,328,0,-0.000007,12,1,0,50,Prep
198,0,0,198,0,0,-0.459,0.0237,328,1.12,-0.000001,158,-0.05,-25,158,0,0,-0.57,0.0179,326,2.33,0.000001,119,0,0,119,0,0,0,0,0,0,-978,0,-0.25,-978,0,0,-0.679,0,327,0,-0.000002,12,1,0,50,Prep
198,0,6.25,198,0,0,4.65,0.0265,328,7.47,0,158,-0.025,-18.8,158,0,0,-0.264,0.0181,327,1.29,0,119,0,0,119,0,0,0,0,0,0,-978,0.001,0.25,-978,0,0,-0.422,0,327,0,-0.000005,12,1,0,50,Prep
198,0,0,198,0,0,-1.58,0.0237,328,2.43,0.000002,158,-0.05,-31.3,158,0,0,0.367,0.019,327,0.939,0,119,0,0,119,0,0,0,0,0,0,-978,0.001,0.5,-978,0,0,-0.679,0,328,0,0.000006,12,1,0,50,Prep
198,-0.025,-6.25,198,0,0,-1.1,0.0204,328,1.85,0,158,-0.05,-18.8,158,0,0,-0.733,0.016,327,2.79,0,119,-0.025,-12.5,119,0,0,0,0,0,0,-978,-0.001,-0.25,-978,0,0,-0.679,0,328,0,0.000006,12,1,0,50,Prep
198,0,0,198,0,0,-0.3,0.0198,328,1.37,0.000003,158,-0.025,-18.8,158,0,0,-1.69,0.0167,327,4.05,0,119,0,6.25,119,0,0,0,0,0,0,-978,-0.002,-0.5,-978,0,0,-0.936,0,328,0,0,12,1,0,50,Prep
198,0,0,198,0,0,0.0203,0.0193,328,1.42,0.000002,158,-0.025,-18.8,158,0,0,-1.37,0.023,326,3.06,0.000001,119,0,6.25,119,0,0,0,0,0,0,-978,-0.001,-0.25,-978,0,0,0.0985,0,327,0,0.000002,12,1,0,50,Prep
198,0,6.25,198,0,0,-1.26,0.0175,328,2.49,-0.000001,158,0,-12.5,158,0,0,-1.05,0.0184,327,3,0,119,0,0,119,0,0,0,0,0,0,-978,0,0,-978,0,0,0.105,0,328,0,0,12,1,0,50,Prep
159,0.15,75,159,0,0,0.337,0.0581,325,5.08,0.000034,85,5.9,43.8,85,6,0,6.08,0.112,323,13.9,0.00143,28.7,0,0,28.7,0,0,0,0,0,0,1250,53.4,23.3,1250,53.3,0,16,0.95,316,117,0.182,12,1,2,6,Prep
159,0.125,62.5,159,-0.0249,-5.86,2.92,0.0568,325,1.11,0,85.5,-0.75,-631,85.6,5.5,875,-1.12,0.16,323,1.94,0.000273,28.7,0,0,28.7,0,0,0,0,0,0,1260,53.4,15.4,1260,53.3,0,18.9,0.711,317,116,0.136,12,1,63,6,Prep
159,-0.675,62.5,159,-0.893,-8.98,-4.68,0.0585,325,6.99,0.000071,86.1,5.8,12.5,86.1,5.93,-1.32,8.47,0.145,324,15.9,0.00176,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1260,53.4,19.6,1260,53.3,-0.000001,20.1,0.79,321,119,0.151,12,1,63,6,Prep
159,-1.52,50,159,-1.78,-8.67,-4.09,0.0827,325,10.2,0.000234,86.7,5.47,-62.5,86.7,5.73,-2.66,6.28,0.11,324,15.8,0.00122,28.7,-0.025,-12.5,28.7,0,0,0,0,0,0,1270,53.2,-15.9,1270,53.3,0,27.4,1.07,320,118,0.206,12,1,63,6,Prep
159,-2.38,37.5,159,-2.62,-8.17,-4.47,0.0771,325,11.1,0.000376,87.2,5.32,-75,87.3,5.4,-3.94,3.65,0.0613,324,13,0.000638,28.7,0,0,28.7,0,0,0,0,0,0,1270,53.4,27.5,1280,53.3,0,13.4,0.916,319,115,0.173,12,1,63,6,Prep
