@relation experiment_13

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
144,2.97,12.5,144,2.96,0.536,4.16,0.0585,326,8.07,0.000328,105,0.6,56.3,105,0.461,-3.39,3.52,0.0847,325,5.58,0.000079,28.7,0,0,28.7,0,0,0,0,0,0,-1340,53.5,59.9,-1340,53.3,0,16.3,0.741,324,115,0.139,12,1,2,3,Prep
144,3.1,0,144,3,0.145,1.8,0.0716,327,11,0.00043,105,0.2,37.5,105,0.12,-3.43,1.6,0.0451,325,3.67,0.000007,28.7,0,-6.25,28.7,0,0,0,0,0,0,-1340,53.2,-29.9,-1340,53.3,0,27.9,0.968,323,120,0.183,12,1,69,3,Prep
144,2.92,31.3,144,3,0,4.19,0.089,327,11.2,0.000526,105,0,0,105,0,0,0.712,0.024,326,2.38,-0.000003,28.7,0,0,28.7,0,0,0,0,0,0,-1330,53.4,16,-1330,53.3,0,19.4,0.99,323,116,0.192,12,1,69,3,Prep
145,2.9,6.25,145,3,0,5.05,0.0883,327,10.2,0.000525,105,-0.025,-6.25,105,0,0,0.755,0.0286,326,2.16,-0.000003,28.7,0.025,12.5,28.7,0,0,0,0,0,0,-1330,53.5,40.1,-1330,53.3,0.000001,16.5,0.752,324,115,0.143,12,1,71,3,Prep
145,3,25,145,3,0,3.35,0.0607,327,8.51,0.000331,105,-0.025,-12.5,105,0,0,1.56,0.028,326,1.29,0.000003,28.7,0,0,28.7,0,0,0,0,0,0,-1320,53.2,-78.2,-1320,53.3,-0.000001,26.7,1,323,120,0.191,12,1,71,3,Prep
145,3.05,6.25,145,3,0,4.69,0.0783,327,9.12,0.000482,105,0.025,6.25,105,0,0,0.799,0.0249,325,1.78,0.000005,28.7,0,-6.25,28.7,0,0,0,0,0,0,-1320,53.4,41.4,-1320,53.3,0,17.5,0.845,323,118,0.161,12,1,71,3,Prep
145,3.1,-6.25,145,3,0,2.96,0.071,327,9.48,0.000442,105,0,-6.25,105,0,0,1.26,0.0264,326,0.974,0.000002,28.7,0,0,28.7,0,0,0,0,0,0,-1310,53.3,-10.2,-1310,53.3,0,23,0.878,324,119,0.168,12,1,71,3,Prep
146,3.2,37.5,146,3,0,4.85,0.0885,327,9.47,0.000612,105,0,0,105,0,0,1.56,0.0275,325,1.49,0.000003,28.7,0,0,28.7,0,0,0,0,0,0,-1310,53.2,-59.3,-1310,53.3,0,25.7,1.05,323,118,0.2,12,1,71,3,Prep
146,3.13,31.3,146,3,0,5.15,0.102,327,10.4,0.000695,105,0,0,105,0,0,0.0314,0.0297,326,2.18,0,28.7,-0.025,-6.25,28.7,0,0,0,0,0,0,-1300,53.4,40.4,-1300,53.3,0.000001,18.4,0.847,323,119,0.162,12,1,71,3,Prep
146,2.95,12.5,146,3,0,5.46,0.103,327,11.1,0.000641,105,0,0,105,0,0,1.48,0.029,325,2.56,0,28.7,0,0,28.7,0,0,0,0,0,0,-1290,53.4,-12.8,-1290,53.3,-0.000001,21.7,0.849,323,116,0.164,12,1,71,3,Prep
