@relation experiment_03

@attribute X1_ActualPosition numeric
@attribute X1_ActualVelocity numeric
@attribute X1_ActualAcceleration numeric
@attribute X1_CommandPosition numeric
@attribute X1_CommandVelocity numeric
@attribute X1_CommandAcceleration numeric
@attribute X1_CurrentFeedback numeric
@attribute X1_DCBusVoltage numeric
@attribute X1_OutputCurrent numeric
@attribute X1_OutputVoltage numeric
@attribute X1_OutputPower numeric
@attribute Y1_ActualPosition numeric
@attribute Y1_ActualVelocity numeric
@attribute Y1_ActualAcceleration numeric
@attribute Y1_CommandPosition numeric
@attribute Y1_CommandVelocity numeric
@attribute Y1_CommandAcceleration numeric
@attribute Y1_CurrentFeedback numeric
@attribute Y1_DCBusVoltage numeric
@attribute Y1_OutputCurrent numeric
@attribute Y1_OutputVoltage numeric
@attribute Y1_OutputPower numeric
@attribute Z1_ActualPosition numeric
@attribute Z1_ActualVelocity numeric
@attribute Z1_ActualAcceleration numeric
@attribute Z1_CommandPosition numeric
@attribute Z1_CommandVelocity numeric
@attribute Z1_CommandAcceleration numeric
@attribute Z1_CurrentFeedback numeric
@attribute Z1_DCBusVoltage numeric
@attribute Z1_OutputCurrent numeric
@attribute Z1_OutputVoltage numeric
@attribute S1_ActualPosition numeric
@attribute S1_ActualVelocity numeric
@attribute S1_ActualAcceleration numeric
@attribute S1_CommandPosition numeric
@attribute S1_CommandVelocity numeric
@attribute S1_CommandAcceleration numeric
@attribute S1_CurrentFeedback numeric
@attribute S1_DCBusVoltage numeric
@attribute S1_OutputCurrent numeric
@attribute S1_OutputVoltage numeric
@attribute S1_OutputPower numeric
@attribute S1_SystemInertia numeric
@attribute M1_CURRENT_PROGRAM_NUMBER numeric
@attribute M1_sequence_number numeric
@attribute M1_CURRENT_FEEDRATE numeric
@attribute Machining_Process {Prep,'Layer 1 Up','Layer 1 Down',Repositioning,'Layer 2 Up','Layer 2 Down','Layer 3 Up','Layer 3 Down',End}

@data
198,-0.025,-12.5,198,0,0,0.34,0.0252,330,0.576,0,158,0.025,6.25,158,0,0,-0.42,0.015,328,2.21,0,119,-0.025,-12.5,119,0,0,0,0,0,0,339,0.00075,0.188,339,0,0,0.453,0,329,0,0.000001,12,1,2,6,Prep
198,0.025,18.8,198,0,0,-0.459,0.0226,329,1.79,0,158,0.05,12.5,158,0,0,0.223,0.0163,328,1.69,-0,119,-0.025,-12.5,119,0,0,0,0,0,0,339,-0.002,-0.25,339,0,0,0.157,0,329,0,-0.000001,12,1,0,6,Prep
198,0.025,6.25,198,0,0,-0.459,0.017,329,0.929,-0.000001,158,0.025,6.25,158,0,0,0.854,0.0209,328,0.496,0.000002,119,0,0,119,0,0,0,0,0,0,339,0.001,0.25,339,0,0,0.363,0,329,0,0.000001,12,1,0,6,Prep
198,0,6.25,198,0,0,0.659,0.0171,329,1.36,-0,158,0.025,6.25,158,0,0,-0.42,0.0261,328,2.18,0,119,0,-6.25,119,0,0,0,0,0,0,339,-0.00325,-1.56,339,0,0,0.157,0,329,0,-0.000001,12,1,0,6,Prep
198,0,-6.25,198,0,0,-1.42,0.0222,329,2.66,0.000001,158,0,6.25,158,0,0,0.0613,0.0313,328,1.77,0,119,0,6.25,119,0,0,0,0,0,0,339,0.002,1,339,0,0,0.363,0,329,0,0.000002,12,1,0,6,Prep
198,-0.025,-6.25,198,0,0,-0.459,0.025,330,1.74,-0.000001,158,-0.025,-12.5,158,0,0,0.538,0.0241,328,0.687,-0.000001,119,0,-6.25,119,0,0,0,0,0,0,339,-0.001,0,339,0,0,0.17,0,329,0,-0.000001,12,1,0,6,Prep
198,0,0,198,0,0,0.659,0.0157,330,1.74,0,158,0.025,6.25,158,0,0,0.696,0.0162,328,0.282,-0,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.26,0,329,0,-0.000001,12,1,0,6,Prep
198,0.025,12.5,198,0,0,0.979,0.0207,329,2.07,0,158,0.025,12.5,158,0,0,-0.578,0.014,328,2.3,-0,119,0,0,119,0,0,0,0,0,0,339,0.001,0.5,339,0,0,0.453,0,329,0,0,12,1,0,6,Prep
198,0,0,198,0,0,-0.62,0.0172,330,1.51,0,158,0.025,6.25,158,0,0,-0.424,0.0184,328,1.82,0,119,0,-6.25,119,0,0,0,0,0,0,339,-0.001,-0.25,339,0,0,-0.0236,0,329,0,0.000001,12,1,0,6,Prep
198,0,0,198,0,0,0.02,0.0202,330,0.837,0.000001,158,0.025,6.25,158,0,0,-0.736,0.0154,328,2.86,0,119,0.025,6.25,119,0,0,0,0,0,0,339,-0.002,-0.188,339,0,0,0.26,0,329,0,-0.000001,12,1,0,6,Prep
